tconst	averageRating	numVotes
tt0022890	5.9	228
tt0022892	6.5	15
tt0022893	6.2	22
tt0022894	6.1	9
tt0022895	5.5	34
tt0022896	6.7	20
tt0022897	6.5	506
tt0022899	7.3	2383
tt0022902	5.2	67
tt0022904	5.9	23
tt0022905	6.9	1284
tt0022907	6.5	28
tt0022908	5.9	9
tt0022909	5.3	11
tt0022910	6.0	42
tt0022913	7.9	41180
tt0022914	5.3	147
tt0022915	8.0	196
tt0022916	7.9	227
tt0022918	5.8	177
tt0022920	6.5	8
tt0022921	5.0	97
tt0022922	6.4	89
tt0022923	7.1	15
tt0022924	6.0	153
tt0022926	5.9	17
tt0022927	5.3	16
tt0022928	6.1	11
tt0022929	5.2	9
tt0022932	5.6	11
tt0022934	5.5	102
tt0022935	6.5	8
tt0022938	6.1	235
tt0022939	6.5	24
tt0022940	5.5	55
tt0022941	4.7	130
tt0022943	6.5	11
tt0022944	6.6	10
tt0022945	5.7	151
tt0022946	5.3	21
tt0022947	4.8	27
tt0022949	5.9	56
tt0022951	5.1	34
tt0022953	6.3	19
tt0022956	5.3	142
tt0022957	5.3	37
tt0022958	7.4	16932
tt0022960	5.0	114
tt0022961	6.1	357
tt0022962	6.4	269
tt0022964	6.1	65
tt0022965	6.5	11
tt0022966	6.7	28
tt0022967	6.6	81
tt0022968	5.5	13
tt0022969	5.5	10
tt0022970	7.2	183
tt0022971	6.3	481
tt0022973	5.2	29
tt0022974	6.9	10
tt0022975	4.1	8
tt0022976	6.1	33
tt0022977	6.4	25
tt0022978	6.4	59
tt0022979	6.3	722
tt0022981	5.6	559
tt0022982	5.6	16
tt0022984	6.0	45
tt0022986	5.8	37
tt0022987	6.3	506
tt0022988	6.5	76
tt0022989	4.6	43
tt0022990	6.8	570
tt0022991	6.0	1052
tt0022992	6.5	28
tt0022994	7.8	1974
tt0022995	5.6	49
tt0022999	6.0	88
tt0023000	5.7	26
tt0023002	6.1	503
tt0023003	7.2	51
tt0023004	6.6	12
tt0023005	6.1	51
tt0023006	5.4	22
tt0023007	6.6	439
tt0023008	6.3	19
tt0023010	6.1	37
tt0023011	5.7	44
tt0023013	6.3	176
tt0023014	4.6	29
tt0023017	4.8	14
tt0023020	5.6	17
tt0023022	6.2	38
tt0023025	5.3	25
tt0023026	7.9	240
tt0023027	7.6	11598
tt0023028	6.6	893
tt0023029	6.2	22
tt0023030	5.7	47
tt0023031	6.9	14
tt0023033	7.2	40
tt0023034	5.8	207
tt0023035	3.2	37
tt0023036	6.8	52
tt0023037	7.4	5088
tt0023038	5.4	493
tt0023039	7.6	13
tt0023040	4.6	18
tt0023041	6.7	34
tt0023042	8.2	11390
tt0023043	5.1	144
tt0023044	5.5	86
tt0023045	6.7	294
tt0023046	7.2	96
tt0023047	6.5	10
tt0023048	6.5	39
tt0023049	7.0	1567
tt0023050	8.1	9
tt0023052	5.9	89
tt0023054	6.2	46
tt0023055	6.1	155
tt0023056	6.8	26
tt0023057	6.3	32
tt0023059	6.8	77
tt0023060	6.0	12
tt0023064	5.1	90
tt0023065	6.7	9
tt0023066	6.1	152
tt0023067	5.9	446
tt0023069	3.0	5
tt0023070	6.6	17
tt0023071	6.5	208
tt0023072	4.8	12
tt0023073	6.2	23
tt0023074	7.3	1747
tt0023077	6.6	14
tt0023078	6.5	52
tt0023080	3.1	22
tt0023082	6.5	365
tt0023083	5.6	27
tt0023084	6.2	96
tt0023085	6.0	7
tt0023088	6.3	474
tt0023089	5.0	188
tt0023090	4.9	145
tt0023091	6.9	37
tt0023092	5.5	126
tt0023093	6.5	423
tt0023096	5.9	95
tt0023097	7.1	394
tt0023098	5.3	33
tt0023100	6.9	11
tt0023101	6.6	805
tt0023104	6.6	614
tt0023107	7.7	175
tt0023108	6.3	223
tt0023109	6.3	136
tt0023110	6.2	291
tt0023112	3.6	13
tt0023113	5.6	62
tt0023114	5.8	11
tt0023115	5.8	41
tt0023117	6.1	317
tt0023119	6.2	119
tt0023120	5.4	27
tt0023121	6.9	262
tt0023122	4.8	20
tt0023123	5.5	29
tt0023124	5.6	29
tt0023125	6.6	704
tt0023128	5.8	64
tt0023129	6.1	86
tt0023130	6.0	23
tt0023131	6.0	17
tt0023132	6.1	405
tt0023135	5.5	27
tt0023137	6.8	25
tt0023138	6.7	19
tt0023139	6.4	355
tt0023140	5.9	32
tt0023142	6.7	60
tt0023144	5.9	47
tt0023145	5.8	271
tt0023147	6.5	39
tt0023148	6.0	7
tt0023149	6.9	48
tt0023150	5.1	34
tt0023151	6.5	621
tt0023152	6.8	10
tt0023153	5.8	390
tt0023154	6.2	52
tt0023155	5.3	98
tt0023157	6.4	381
tt0023158	7.6	3497
tt0023159	5.6	11
tt0023160	5.5	34
tt0023162	6.0	130
tt0023165	5.6	49
tt0023166	5.5	11
tt0023167	6.7	326
tt0023169	6.2	282
tt0023170	6.6	48
tt0023171	7.0	16
tt0023175	6.4	438
tt0023176	6.8	30
tt0023178	2.8	11
tt0023179	6.0	27
tt0023180	6.5	563
tt0023181	7.1	922
tt0023183	5.9	32
tt0023184	5.8	20
tt0023185	6.3	87
tt0023186	5.9	33
tt0023187	6.5	155
tt0023190	6.7	202
tt0023191	5.4	30
tt0023194	6.3	2960
tt0023195	5.2	44
tt0023196	6.6	3210
tt0023197	6.4	30
tt0023198	6.9	469
tt0023199	6.7	10
tt0023201	6.8	14
tt0023202	6.6	823
tt0023205	7.1	36
tt0023206	5.8	62
tt0023208	6.3	104
tt0023209	6.0	157
tt0023211	6.4	7
tt0023213	6.8	839
tt0023214	6.6	294
tt0023215	7.4	646
tt0023216	6.8	434
tt0023217	6.5	437
tt0023218	6.1	41
tt0023220	7.0	15
tt0023221	5.0	134
tt0023222	6.9	39
tt0023224	6.4	8
tt0023225	6.9	1040
tt0023227	7.2	1399
tt0023228	6.2	124
tt0023229	5.7	86
tt0023230	6.1	451
tt0023231	6.2	21
tt0023232	5.8	97
tt0023235	6.9	75
tt0023236	4.1	795
tt0023237	5.2	162
tt0023238	7.2	10153
tt0023239	4.7	6
tt0023240	7.1	449
tt0023241	7.2	1321
tt0023242	6.7	54
tt0023243	5.6	360
tt0023245	7.1	22731
tt0023247	4.8	103
tt0023249	6.4	3692
tt0023251	8.0	6537
tt0023252	6.1	62
tt0023253	6.0	250
tt0023255	6.9	23
tt0023256	6.3	36
tt0023257	7.1	60
tt0023260	6.2	30
tt0023261	6.8	300
tt0023262	5.3	182
tt0023264	7.1	15
tt0023265	6.6	72
tt0023266	6.8	615
tt0023267	6.8	49
tt0023268	7.0	335
tt0023269	6.8	20
tt0023270	5.6	58
tt0023271	6.9	317
tt0023272	7.1	63
tt0023276	6.1	13
tt0023277	6.6	1018
tt0023278	6.6	292
tt0023279	6.1	32
tt0023283	6.9	31
tt0023284	6.6	646
tt0023285	5.8	4353
tt0023287	6.5	71
tt0023288	6.2	71
tt0023290	6.6	44
tt0023291	7.0	60
tt0023292	5.4	72
tt0023293	7.1	8878
tt0023294	6.6	30
tt0023297	5.6	14
tt0023298	3.9	26
tt0023299	5.5	37
tt0023300	6.2	346
tt0023302	6.4	160
tt0023303	7.2	2079
tt0023304	5.7	26
tt0023305	7.5	3326
tt0023308	7.4	9
tt0023309	5.5	36
tt0023311	6.9	85
tt0023312	7.3	2029
tt0023313	5.2	132
tt0023314	6.6	38
tt0023315	6.5	21
tt0023316	6.4	177
tt0023319	6.0	26
tt0023320	5.4	5
tt0023321	4.6	27
tt0023322	5.9	437
tt0023323	6.6	79
tt0023326	6.9	508
tt0023327	7.0	1001
tt0023328	7.1	61
tt0023331	6.8	75
tt0023332	6.4	21
tt0023333	5.3	169
tt0023334	5.9	126
tt0023335	6.6	520
tt0023336	6.0	21
tt0023337	5.1	218
tt0023338	7.0	106
tt0023340	6.6	35
tt0023342	5.9	249
tt0023343	6.1	19
tt0023344	6.7	43
tt0023345	7.3	569
tt0023346	5.9	20
tt0023347	5.4	31
tt0023348	4.7	142
tt0023349	6.2	1047
tt0023350	7.9	183
tt0023352	5.7	240
tt0023353	5.9	10
tt0023357	6.0	51
tt0023358	6.4	203
tt0023359	7.3	65
tt0023362	6.4	1368
tt0023364	5.1	121
tt0023365	6.1	64
tt0023366	3.9	20
tt0023367	4.9	11
tt0023368	7.0	27
tt0023369	6.9	2319
tt0023370	6.5	19
tt0023371	6.5	26
tt0023373	7.2	24
tt0023374	6.6	901
tt0023376	7.0	65
tt0023377	7.6	139
tt0023378	6.6	22
tt0023379	6.5	52
tt0023380	7.3	23
tt0023381	5.1	37
tt0023382	7.3	3716
tt0023383	6.6	77
tt0023384	5.6	173
tt0023385	7.0	2650
tt0023386	5.6	27
tt0023388	5.5	73
tt0023391	3.1	14
tt0023393	7.0	118
tt0023394	6.5	897
tt0023395	5.8	3897
tt0023396	5.5	560
tt0023397	5.8	159
tt0023398	7.1	63
tt0023399	5.8	28
tt0023401	6.2	35
tt0023402	6.3	10
tt0023404	6.2	28
tt0023406	5.4	100
tt0023407	6.3	200
tt0023408	6.2	67
tt0023409	6.2	60
tt0023410	6.6	421
tt0023411	6.9	81
tt0023412	6.8	40
tt0023413	5.7	72
tt0023415	4.7	28
tt0023416	5.9	45
tt0023417	7.0	117
tt0023419	6.2	69
tt0023421	6.1	17
tt0023422	7.3	1678
tt0023424	4.4	182
tt0023425	5.8	20
tt0023426	6.5	37
tt0023427	7.8	24703
tt0023433	5.8	51
tt0023435	6.6	9
tt0023436	6.9	23
tt0023437	6.1	8
tt0023439	7.5	1125
tt0023440	1.8	64
tt0023441	5.7	6
tt0023443	7.0	5
tt0023444	6.3	43
tt0023446	5.4	31
tt0023447	5.8	236
tt0023448	7.4	13
tt0023449	6.7	17
tt0023450	6.9	450
tt0023451	6.2	19
tt0023455	6.3	104
tt0023456	5.8	325
tt0023458	7.3	7304
tt0023459	5.9	71
tt0023460	5.7	131
tt0023464	6.4	618
tt0023465	6.4	116
tt0023466	4.7	7
tt0023467	7.1	18
tt0023469	6.0	484
tt0023470	6.9	1940
tt0023471	6.2	37
tt0023472	6.4	325
tt0023474	6.0	21
tt0023475	5.4	39
tt0023477	5.6	17
tt0023478	5.2	138
tt0023479	6.1	232
tt0023480	6.3	117
tt0023481	5.8	26
tt0023484	6.9	36
tt0023485	5.8	72
tt0023486	7.2	684
tt0023487	5.9	19
tt0023488	6.9	1100
tt0023490	6.1	50
tt0023491	6.9	1380
tt0023492	6.1	25
tt0023493	6.2	77
tt0023494	5.8	26
tt0023495	5.5	151
tt0023496	5.8	41
tt0023497	7.6	144
tt0023498	5.8	874
tt0023499	6.5	16
tt0023500	5.2	37
tt0023501	5.6	27
tt0023502	6.8	13
tt0023506	6.7	6
tt0023507	6.7	326
tt0023508	6.8	12
tt0023509	6.6	9
tt0023510	3.0	11
tt0023512	5.7	43
tt0023513	6.7	63
tt0023514	6.0	125
tt0023516	6.2	53
tt0023517	6.8	9
tt0023518	6.1	9
tt0023520	5.4	139
tt0023521	7.1	30
tt0023522	5.5	31
tt0023523	5.7	633
tt0023524	5.7	126
tt0023525	6.3	430
tt0023526	6.4	97
tt0023527	6.9	102
tt0023528	5.1	184
tt0023529	5.9	254
tt0023530	6.4	7
tt0023531	5.7	69
tt0023532	7.4	11
tt0023533	7.6	17
tt0023535	7.0	18
tt0023537	6.9	372
tt0023539	6.4	33
tt0023541	5.0	8
tt0023542	3.9	7
tt0023545	6.1	345
tt0023547	5.1	37
tt0023548	6.7	44
tt0023549	5.4	184
tt0023551	7.0	6865
tt0023553	7.2	26
tt0023554	5.4	24
tt0023556	6.7	1158
tt0023558	6.4	8
tt0023560	5.8	347
tt0023562	6.9	38
tt0023563	8.0	11163
tt0023564	4.9	10
tt0023565	6.7	29
tt0023566	5.2	45
tt0023567	6.3	283
tt0023568	6.9	41
tt0023570	4.4	18
tt0023572	5.2	9
tt0023573	6.8	8
tt0023576	5.6	99
tt0023578	7.4	1198
tt0023579	6.2	8
tt0023580	6.8	128
tt0023581	6.2	554
tt0023582	6.3	1092
tt0023583	5.8	669
tt0023584	6.7	538
tt0023587	6.1	80
tt0023589	6.6	529
tt0023590	7.2	3282
tt0023591	5.6	85
tt0023592	3.3	6
tt0023593	6.1	60
tt0023594	6.4	812
tt0023595	5.3	22
tt0023597	6.1	41
tt0023600	7.0	12
tt0023601	6.6	118
tt0023602	6.6	13
tt0023603	6.3	42
tt0023604	6.1	140
tt0023606	6.8	89
tt0023612	6.7	323
tt0023613	7.8	1919
tt0023614	5.9	24
tt0023615	5.8	258
tt0023616	4.6	28
tt0023619	5.9	8
tt0023620	6.9	80
tt0023621	5.8	36
tt0023622	8.0	12532
tt0023623	6.9	15
tt0023625	6.2	181
tt0023627	6.3	42
tt0023629	6.9	910
tt0023631	5.7	340
tt0023634	8.0	4783
tt0023635	6.1	157
tt0023636	6.4	28
tt0023637	5.0	65
tt0023638	7.1	46
tt0023640	6.3	88
tt0023641	5.3	86
tt0023642	7.0	784
tt0023645	7.0	274
tt0023646	6.5	107
tt0023649	7.5	15256
tt0023650	4.8	16
tt0023652	5.7	253
tt0023653	7.0	64
tt0023655	5.0	120
tt0023657	6.5	154
tt0023658	6.5	46
tt0023659	6.9	625
tt0023660	4.4	23
tt0023662	6.2	12
tt0023663	6.3	55
tt0023665	5.8	34
tt0023666	6.5	49
tt0023669	4.9	374
tt0023670	2.8	13
tt0023672	6.1	95
tt0023673	6.7	130
tt0023674	6.5	39
tt0023675	6.4	42
tt0023676	6.1	252
tt0023677	5.7	251
tt0023678	6.5	14
tt0023679	6.6	14
tt0023681	6.1	565
tt0023682	6.8	61
tt0023684	5.5	247
tt0023685	6.3	395
tt0023686	7.1	2110
tt0023687	6.3	32
tt0023688	5.3	60
tt0023689	3.2	9
tt0023690	6.6	10
tt0023691	6.7	87
tt0023692	6.4	42
tt0023693	6.0	36
tt0023694	6.3	9035
tt0023696	6.5	328
tt0023699	4.7	17
tt0023700	6.7	66
tt0023701	6.1	469
tt0023702	7.1	26
tt0023703	5.9	63
tt0023704	7.3	40
tt0023706	5.3	194
tt0023707	6.2	18
tt0023709	5.8	29
tt0023711	5.4	13
tt0023712	5.6	10
tt0023713	4.4	7
tt0023715	5.3	18
tt0023716	6.1	360
tt0023717	6.0	85
tt0023718	5.1	106
tt0023719	6.5	191
tt0023720	6.2	175
tt0023721	7.0	64
tt0023722	6.8	50
tt0023723	6.2	79
tt0023729	6.7	186
tt0023730	5.4	189
tt0023731	6.9	2345
tt0023732	2.6	7
tt0023734	5.0	6
tt0023736	6.6	72
tt0023737	6.3	297
tt0023740	5.8	101
tt0023741	6.3	61
tt0023742	6.1	258
tt0023744	6.4	232
tt0023745	4.3	7
tt0023746	6.6	8
tt0023747	6.7	78
tt0023748	6.9	43
tt0023749	6.1	106
tt0023753	6.4	1861
tt0023754	6.5	24
tt0023757	8.2	5
tt0023758	5.9	167
tt0023759	6.1	558
tt0023760	6.9	64
tt0023761	6.4	291
tt0023762	6.2	53
tt0023764	5.7	38
tt0023765	4.6	5
tt0023766	6.3	13
tt0023768	5.9	7
tt0023769	6.1	171
tt0023770	7.0	101
tt0023771	4.9	52
tt0023772	5.7	49
tt0023773	6.1	9
tt0023775	7.6	6057
tt0023776	6.1	52
tt0023778	5.9	489
tt0023779	6.7	648
tt0023780	7.1	89
tt0023782	6.2	16
tt0023783	5.6	76
tt0023784	6.6	91
tt0023785	6.6	345
tt0023786	6.4	708
tt0023787	7.0	82
tt0023788	7.4	113
tt0023789	5.9	297
tt0023790	5.9	263
tt0023791	5.0	64
tt0023793	5.9	226
tt0023794	6.5	696
tt0023795	7.5	6
tt0023797	6.4	202
tt0023798	6.6	145
tt0023799	6.7	275
tt0023800	6.3	262
tt0023801	6.7	229
tt0023802	7.0	146
tt0023803	7.1	199
tt0023806	5.4	18
tt0023807	6.0	41
tt0023808	4.7	127
tt0023810	5.7	7
tt0023811	7.1	21
tt0023812	6.4	252
tt0023813	6.8	64
tt0023814	7.0	3404
tt0023815	6.4	5
tt0023816	6.1	146
tt0023817	6.6	455
tt0023818	6.9	298
tt0023819	7.2	328
tt0023820	6.9	59
tt0023821	6.1	20
tt0023824	4.4	16
tt0023825	7.1	2247
tt0023827	5.2	9
tt0023828	7.4	353
tt0023829	4.8	71
tt0023830	5.2	146
tt0023831	5.5	72
tt0023832	5.1	63
tt0023833	5.7	70
tt0023834	5.2	69
tt0023835	5.6	101
tt0023836	6.2	183
tt0023838	6.9	435
tt0023839	6.5	30
tt0023840	6.7	92
tt0023841	7.1	39
tt0023842	6.4	226
tt0023843	6.5	75
tt0023844	6.0	22
tt0023845	5.9	47
tt0023846	6.0	160
tt0023847	6.2	196
tt0023848	5.8	226
tt0023849	6.0	40
tt0023851	5.3	131
tt0023852	4.8	135
tt0023853	4.9	66
tt0023854	7.1	679
tt0023855	6.6	83
tt0023856	6.7	1080
tt0023857	6.4	167
tt0023858	7.8	2308
tt0023859	5.8	61
tt0023860	6.6	126
tt0023865	5.2	6
tt0023866	6.2	21
tt0023870	5.2	41
tt0023871	7.7	1299
tt0023872	6.6	370
tt0023873	6.2	73
tt0023874	7.3	7
tt0023876	5.8	4443
tt0023878	6.3	346
tt0023880	6.0	489
tt0023881	5.9	378
tt0023882	6.7	21
tt0023883	6.5	43
tt0023884	5.4	5
tt0023885	5.4	59
tt0023886	4.8	61
tt0023887	6.6	216
tt0023888	7.3	47
tt0023889	5.4	142
tt0023890	7.2	22
tt0023891	6.3	1290
tt0023893	6.1	271
tt0023894	3.8	16
tt0023895	5.8	6
tt0023896	5.9	136
tt0023897	6.4	66
tt0023898	4.9	8
tt0023899	6.0	374
tt0023900	6.0	174
tt0023902	7.8	440
tt0023904	6.1	49
tt0023906	7.1	65
tt0023908	6.2	12
tt0023909	5.7	116
tt0023911	7.5	1079
tt0023912	6.3	52
tt0023913	7.3	18
tt0023914	3.9	14
tt0023918	6.8	42
tt0023919	6.8	51
tt0023920	7.2	6
tt0023921	5.7	70
tt0023923	6.0	83
tt0023925	5.6	36
tt0023926	6.7	1968
tt0023927	5.3	10
tt0023929	6.7	54
tt0023930	5.5	32
tt0023932	6.3	221
tt0023933	7.1	59
tt0023934	5.3	38
tt0023935	6.0	936
tt0023937	7.3	1205
tt0023938	6.3	350
tt0023939	6.4	248
tt0023940	7.5	5550
tt0023941	6.8	29
tt0023942	6.8	59
tt0023943	7.2	1713
tt0023944	5.4	7
tt0023945	6.0	127
tt0023946	5.5	10
tt0023947	6.4	22
tt0023948	7.5	7451
tt0023949	6.5	264
tt0023950	7.6	1586
tt0023951	6.7	58
tt0023952	5.8	175
tt0023954	5.1	16
tt0023955	6.5	507
tt0023956	6.5	301
tt0023957	5.8	117
tt0023959	4.9	9
tt0023960	6.8	1064
tt0023962	3.7	6
tt0023963	7.4	59
tt0023965	6.1	11
tt0023966	6.9	17
tt0023967	5.5	55
tt0023969	7.8	54728
tt0023970	5.3	73
tt0023971	6.5	44
tt0023973	7.1	1024
tt0023975	7.2	33
tt0023978	5.3	15
tt0023979	6.1	29
tt0023980	6.1	33
tt0023981	7.0	8
tt0023982	6.1	442
tt0023983	5.7	10
tt0023984	6.0	141
tt0023985	6.4	830
tt0023986	7.1	1069
tt0023989	6.9	10
tt0023990	7.0	356
tt0023991	5.3	91
tt0023992	6.7	628
tt0023993	6.6	1184
tt0023996	6.1	108
tt0023997	5.2	12
tt0023998	6.7	53
tt0023999	6.8	13
tt0024000	7.2	31
tt0024001	6.0	64
tt0024002	7.1	14
tt0024005	6.2	753
tt0024006	6.6	544
tt0024008	6.7	1527
tt0024010	6.1	38
tt0024011	6.2	13
tt0024012	6.3	54
tt0024013	5.3	29
tt0024014	6.6	10
tt0024015	5.7	37
tt0024016	8.0	171
tt0024017	6.0	8
tt0024018	5.6	74
tt0024019	4.1	33
tt0024021	5.2	25
tt0024022	5.0	6
tt0024024	6.0	79
tt0024025	6.6	3276
tt0024026	7.3	38
tt0024027	5.8	51
tt0024028	7.6	4716
tt0024029	6.2	83
tt0024031	7.0	53
tt0024032	8.2	169
tt0024034	7.4	10494
tt0024035	5.0	11
tt0024037	6.8	312
tt0024038	2.9	11
tt0024040	6.5	216
tt0024041	6.1	77
tt0024042	5.3	12
tt0024044	6.4	1150
tt0024045	5.8	17
tt0024046	7.1	86
tt0024047	6.1	42
tt0024048	6.1	162
tt0024049	7.0	333
tt0024050	5.5	45
tt0024051	5.8	32
tt0024052	6.7	11
tt0024053	6.7	30
tt0024054	6.2	336
tt0024055	5.9	2181
tt0024056	6.2	34
tt0024057	7.0	328
tt0024058	5.0	11
tt0024059	5.6	55
tt0024060	6.8	10
tt0024062	6.7	302
tt0024063	6.8	54
tt0024065	6.3	61
tt0024067	6.1	1699
tt0024069	7.7	7122
tt0024071	7.1	32
tt0024072	5.1	100
tt0024073	6.9	176
tt0024074	5.8	21
tt0024075	6.3	411
tt0024076	5.4	57
tt0024077	6.8	36
tt0024078	5.7	261
tt0024079	6.2	21
tt0024082	6.4	16
tt0024083	6.9	731
tt0024085	7.2	9
tt0024086	6.4	84
tt0024087	6.0	1330
tt0024088	6.0	24
tt0024089	5.5	22
tt0024090	6.7	653
tt0024091	6.3	7
tt0024092	6.3	446
tt0024093	5.9	7
tt0024097	6.1	146
tt0024099	5.9	42
tt0024100	6.6	432
tt0024102	6.7	71
tt0024103	6.3	55
tt0024104	6.7	127
tt0024105	5.7	12
tt0024107	6.0	13
tt0024108	5.9	67
tt0024109	5.9	67
tt0024110	6.2	10
tt0024113	4.8	13
tt0024114	5.0	9
tt0024115	7.3	2035
tt0024116	4.3	23
tt0024119	5.6	74
tt0024120	7.0	657
tt0024121	5.9	52
tt0024122	6.4	301
tt0024124	5.7	578
tt0024125	6.7	26
tt0024126	5.9	21
tt0024127	5.8	1620
tt0024130	6.8	1313
tt0024132	7.1	8
tt0024133	6.6	16
tt0024136	7.0	35
tt0024137	5.4	73
tt0024138	5.5	31
tt0024139	6.5	229
tt0024141	5.9	90
tt0024142	6.9	9
tt0024144	6.5	538
tt0024148	4.7	20
tt0024149	7.1	7
tt0024150	7.3	80
tt0024151	6.3	470
tt0024152	7.2	225
tt0024154	7.2	157
tt0024155	5.6	176
tt0024156	5.1	8
tt0024157	6.5	155
tt0024158	6.6	27
tt0024159	6.0	30
tt0024160	6.0	284
tt0024161	6.9	149
tt0024162	7.2	256
tt0024163	5.7	39
tt0024166	6.9	2839
tt0024167	5.6	265
tt0024168	5.5	19
tt0024169	6.6	80
tt0024170	6.0	240
tt0024174	5.9	14
tt0024176	4.9	247
tt0024179	6.4	131
tt0024180	6.9	9
tt0024181	6.4	7
tt0024183	7.0	1160
tt0024184	7.7	29297
tt0024185	5.4	14
tt0024187	6.6	240
tt0024188	7.4	7934
tt0024189	5.7	61
tt0024190	6.3	50
tt0024191	6.9	84
tt0024192	4.0	34
tt0024193	6.6	109
tt0024194	5.5	47
tt0024195	5.2	56
tt0024196	7.3	57
tt0024199	5.2	124
tt0024203	7.1	54
tt0024204	4.1	28
tt0024205	6.6	54
tt0024207	4.2	12
tt0024209	5.7	32
tt0024210	6.9	2974
tt0024211	6.4	475
tt0024212	6.5	25
tt0024213	8.0	359
tt0024214	7.1	448
tt0024215	3.6	9
tt0024216	7.9	77514
tt0024217	7.0	60
tt0024218	6.3	20
tt0024219	6.8	133
tt0024221	6.9	188
tt0024222	6.6	334
tt0024223	5.4	10
tt0024224	4.9	62
tt0024226	6.4	12
tt0024227	4.7	7
tt0024228	5.9	35
tt0024231	6.5	24
tt0024232	6.9	177
tt0024233	5.8	19
tt0024235	6.6	22
tt0024236	6.1	160
tt0024237	6.8	17
tt0024238	6.7	1324
tt0024239	7.0	1535
tt0024240	7.4	3710
tt0024241	7.0	31
tt0024243	5.8	39
tt0024245	5.4	78
tt0024247	7.1	53
tt0024249	7.2	87
tt0024250	6.7	19
tt0024251	6.6	24
tt0024252	7.5	1281
tt0024253	7.0	11
tt0024254	6.6	41
tt0024255	6.7	6
tt0024256	5.6	42
tt0024257	6.7	447
tt0024258	6.5	402
tt0024262	7.1	1109
tt0024264	7.2	6254
tt0024266	5.9	126
tt0024267	6.8	52
tt0024269	7.1	218
tt0024270	6.4	21
tt0024271	5.2	15
tt0024274	7.5	28
tt0024275	6.6	45
tt0024276	6.5	135
tt0024277	6.6	8
tt0024279	6.7	440
tt0024280	6.8	39
tt0024281	7.1	90
tt0024283	5.6	13
tt0024285	7.6	1150
tt0024286	5.8	65
tt0024287	5.8	17
tt0024288	6.2	141
tt0024290	7.0	58
tt0024291	6.6	340
tt0024293	5.4	441
tt0024294	4.3	45
tt0024295	4.8	40
tt0024296	5.3	24
tt0024298	7.1	92
tt0024299	6.3	14
tt0024300	5.6	24
tt0024301	5.6	153
tt0024302	7.2	1321
tt0024304	4.5	8
tt0024307	6.5	353
tt0024308	6.3	176
tt0024310	6.5	104
tt0024311	5.9	17
tt0024314	7.0	1370
tt0024315	6.5	11
tt0024316	7.4	1162
tt0024317	5.6	16
tt0024318	7.2	13
tt0024320	5.6	242
tt0024323	6.0	249
tt0024325	6.1	301
tt0024326	6.2	12
tt0024327	6.4	232
tt0024329	6.9	399
tt0024330	6.5	305
tt0024331	6.1	268
tt0024332	6.7	292
tt0024333	6.8	77
tt0024334	7.0	1197
tt0024335	7.2	1051
tt0024336	5.7	44
tt0024337	6.5	36
tt0024339	6.7	413
tt0024340	6.7	34
tt0024342	5.8	5
tt0024344	6.1	49
tt0024345	6.1	18
tt0024346	6.6	15
tt0024348	7.0	87
tt0024349	5.7	7
tt0024351	7.4	67
tt0024352	7.1	95
tt0024353	6.4	2590
tt0024354	6.3	140
tt0024355	6.4	111
tt0024356	6.2	13
tt0024358	6.3	87
tt0024359	6.2	447
tt0024360	6.5	953
tt0024361	7.7	229
tt0024362	2.3	9
tt0024363	5.6	12
tt0024364	6.3	26
tt0024365	6.5	99
tt0024366	6.8	13
tt0024367	5.9	58
tt0024368	6.8	4509
tt0024370	7.7	7
tt0024372	5.1	9
tt0024373	6.2	276
tt0024374	3.1	10
tt0024375	6.6	63
tt0024377	4.0	22
tt0024379	5.8	233
tt0024380	7.0	679
tt0024381	6.2	766
tt0024382	5.7	455
tt0024386	5.3	18
tt0024387	6.4	91
tt0024388	5.9	323
tt0024390	5.6	19
tt0024394	6.2	60
tt0024396	6.6	221
tt0024400	5.9	76
tt0024402	7.1	869
tt0024403	6.1	517
tt0024404	7.4	505
tt0024405	4.9	310
tt0024409	5.7	9
tt0024411	6.8	440
tt0024413	5.2	121
tt0024414	6.6	544
tt0024416	6.8	64
tt0024418	7.5	315
tt0024419	5.3	14
tt0024420	5.5	100
tt0024421	6.2	651
tt0024422	6.4	62
tt0024424	6.3	28
tt0024426	6.6	855
tt0024428	6.7	158
tt0024429	6.4	251
tt0024431	6.4	17
tt0024432	6.2	101
tt0024433	6.3	1369
tt0024434	5.6	32
tt0024435	6.8	879
tt0024436	5.8	638
tt0024438	5.7	12
tt0024440	6.5	289
tt0024441	6.3	46
tt0024442	5.0	23
tt0024443	5.7	112
tt0024444	5.9	101
tt0024445	6.2	30
tt0024446	6.6	716
tt0024448	6.3	144
tt0024449	6.0	66
tt0024450	7.1	1363
tt0024451	6.7	741
tt0024453	7.2	533
tt0024454	5.9	215
tt0024455	6.4	119
tt0024456	5.8	13
tt0024457	5.9	10
tt0024459	8.2	6
tt0024461	7.7	1544
tt0024462	5.9	35
tt0024463	6.1	47
tt0024464	6.3	11
tt0024465	6.8	579
tt0024467	7.6	9
tt0024470	7.2	123
tt0024471	6.6	577
tt0024472	5.2	42
tt0024473	7.1	3600
tt0024475	6.4	689
tt0024476	6.2	535
tt0024477	6.1	281
tt0024479	4.3	15
tt0024480	7.0	318
tt0024481	7.6	7024
tt0024482	4.6	10
tt0024484	6.7	734
tt0024486	6.1	31
tt0024487	5.2	20
